date,session,number,bill,question,result,description,yeatotal,naytotal
2010-03-03,2,35,H.R. 4213,On the Motion S.Amdt. 3390,Rejected,"Motion to Waive Sec. 403 of S.Con.Res. 13 re: Burr Amdt. No. 3390.; To provide an emergency benefit of $250 to seniors, veterans, and persons with disabilities in 2010 to compensate for the lack of cost-of-living adjustment for such year, to provide an offset using unobligated stimulus funds, and for other purposes.",38,59
2010-03-03,2,36,H.R. 4213,On the Motion S.Amdt. 3353,Rejected,"Motion to Waive Sec. 403 of S.Con.Res. 13, 111th Congress, re: Sanders Amdt. No. 3353 As Modified; To provide an emergency benefit of $250 to seniors, veterans, and persons with disabilities in 2010 to compensate for the lack of cost-of-living adjustment for such year, and for other purposes.",47,50
2010-03-03,2,37,H.R. 4213,On the Motion to Table S.Amdt. 3360,Agreed to,Motion to Table Bunning Amdt. No. 3360.; To offset the cost of the bill.,56,41
2010-03-03,2,38,H.R. 4213,On the Motion to Table S.Amdt. 3361,Agreed to,Motion to Table Bunning Amdt. No. 3361.; To provide additional offsets.,61,36
2010-03-03,2,39,H.R. 4213,On the Motion S.Amdt. 3336,Agreed to,Motion to Waive Budget Act Points of Order re: Baucus Amdt. No. 3336.; In the nature of a substitute.,60,37
2010-03-04,2,40,H.R. 4213,On the Motion S.Amdt. 3391,Rejected,"Motion to Waive Section 403, S. Con. Res. 13, 111th Congress, Brown (MA) Amdt. No. 3391; To provide for a 6-month employee payroll tax rate cut, and for other purposes.",44,56
2010-03-04,2,41,H.R. 4213,On the Motion S.Amdt. 3389,Rejected,"Motion to Waive All Applicable Budgetary Discipline re: Burr Amdt. No. 3389; To provide Federal reimbursement to State and local governments for a limited sales, use, and retailers' occupation tax holiday, and to offset the cost of such reimbursements.",22,78
2010-03-04,2,42,H.R. 4213,On the Motion S.Amdt. 3337,Rejected,Motion to Waive All Applicable Budgetary Discipline Sessions Amdt. No. 3337; To reduce the deficit by establishing discretionary spending caps.,59,41
2010-03-04,2,43,PN1128,On the Nomination,Confirmed,Confirmation William M. Conley to be United States District Judge for the Western District of Wisconsin,99,0
2010-03-09,2,44,H.R. 4213,On the Amendment S.Amdt. 3358,Agreed to,Coburn Amdt. No. 3358; To require the Senate to be transparent with taxpayers about spending.,100,0
2010-03-09,2,45,H.R. 4213,On the Motion S.Amdt. 3356,Rejected,"Motion to Waive Sect. 201(a), S.Con.Res. 21, 110th, Murray Amendment No. 3356 As Modified; To extend the TANF Emergency Fund through fiscal year 2011 and to provide funding for summer employment for youth.",55,45
2010-03-09,2,46,H.R. 4213,On the Cloture Motion S.Amdt. 3336,Agreed to,Motion to Invoke Cloture on Baucus Amdt. No. 3336; In the nature of a substitute.,66,34
2010-03-10,2,47,H.R. 4213,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on H.R. 4213; Unemployment Compensation Extension Act of 2010,66,33
2010-03-10,2,48,H.R. 4213,On Passage of the Bill,Passed,H.R. 4213 As Amended; Unemployment Compensation Extension Act of 2010,62,36
2010-03-15,2,49,H.R. 2847,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Motion to Concur in the House Amendments to the Senate Amendment to the House Amendment to Senate Amendment to H.R. 2847; Hiring Incentives to Restore Employment Act,61,30
2010-03-16,2,50,H.R. 1586,On the Motion to Table S.Amdt. 3454,Agreed to,Motion to Table DeMint Amdt. No. 3454; To establish an earmark moratorium for fiscal years 2010 and 2011.,68,29
2010-03-16,2,51,H.R. 1586,On the Amendment S.Amdt. 3470,Agreed to,Feingold Amdt. No. 3470 as Modified; To provide for the rescission of unused transportation earmarks and to establish a general reporting requirement for any unused earmarks.,87,11
2010-03-16,2,52,H.R. 1586,On the Motion S.Amdt. 3458,Rejected,Motion to Waive All Applicable Budgetary Discipline Re: Vitter Amdt. No. 3458 as Modified; To clarify application requirements relating to the coastal impact assistance program.,41,57
2010-03-16,2,53,H.R. 1586,On the Amendment S.Amdt. 3456,Rejected,Lieberman Amdt. No. 3456; To reauthorize the DC opportunity scholarship program.,42,55
2010-03-17,2,54,H.R. 2847,On the Motion,Agreed to,Motion to Waive All Applicable Budgetary Discipline Re: H.R. 2847; Hiring Incentives to Restore Employment Act,63,34
2010-03-17,2,55,H.R. 2847,On the Motion,Agreed to,Motion to Concur in the House Amendments to Senate Amendment to House Amendment to Senate Amendment to H.R. 2847; Hiring Incentives to Restore Employment Act,68,29
2010-03-17,2,56,PN1061,On the Nomination,Confirmed,"Confirmation O. Rogeriee Thompson, of Rhode Island, to be United States Circuit Judge",98,0
2010-03-18,2,57,H.R. 1586,On the Motion S.Amdt. 3453,Rejected,Motion to Waive All Applicable Budgetary Discipline Re: Sessions Amdt. No. 3453 as Modified; To reduce the deficit by establishing discretionary spending caps.,56,40
2010-03-18,2,58,H.R. 1586,On the Motion S.Amdt. 3548,Rejected,Motion to Waive All Applicable Budgetary Discipline - Pryor Amdt. No. 3548; To reduce the deficit by establishing discretionary spending caps.,27,70
2010-03-18,2,59,H.R. 1586,On the Motion S.Amdt. 3549,Rejected,Motion to Waive All Applicable Budgetary Discipline - Inhofe Amdt. No. 3549; To reduce the deficit by establishing discretionary spending caps for non-security spending.,41,56
2010-03-18,2,60,H.R. 1586,On the Amendment S.Amdt. 3475,Rejected,McCain Amdt. No. 3475; To prohibit earmarks in years in which there is a deficit.,26,70
2010-03-22,2,61,H.R. 1586,On Passage of the Bill,Passed,H.R. 1586 As Amended; Aviation Safety and Investment Act of 2010,93,0
2010-03-23,2,62,H.R. 4872,On the Motion to Adjourn,Agreed to,Motion to Adjourn; Health Care and Education Reconciliation Act of 2010,57,39
2010-03-23,2,63,H.R. 4872,On the Motion to Proceed,Agreed to,Motion to Proceed to Consider H.R. 4872; Health Care and Education Reconciliation Act of 2010,56,40
2010-03-24,2,64,H.R. 4872,On the Motion to Table S.Amdt. 3567,Agreed to,Motion to Table Gregg Amdt. No. 3567 As Modified; To prevent Medicare from being used for new entitlements and to use Medicare savings to save Medicare.,56,42
2010-03-24,2,65,H.R. 4872,On the Motion to Table S.Amdt. 3570,Agreed to,"Motion to Table McCain Amdt. No. 3570; To eliminate the sweetheart deals for Tennessee, Hawaii, Louisiana, Montana, Connecticut, and frontier States.",54,43
2010-03-24,2,66,H.R. 4872,On the Motion to Table,Agreed to,Motion to Table the Crapo Motion to Commit H.R. 4872 to the Committee on Finance; Health Care and Education Reconciliation Act of 2010,56,43
2010-03-24,2,67,H.R. 4872,On the Motion to Table,Agreed to,Motion to Table Enzi Motion to Commit H.R. 4872 to the Committee on Finance; Health Care and Education Reconciliation Act of 2010,58,41
2010-03-24,2,68,H.R. 4872,On the Motion to Table S.Amdt. 3582,Agreed to,Motion to Table Barrasso Amdt. No. 3582; To ensure that Americans can keep the coverage they have by keeping premiums affordable.,57,41
2010-03-24,2,69,H.R. 4872,On the Motion S.Amdt. 3564,Rejected,"Motion to Waive Sec. 313 of the CBA Grassley Amdt. No. 3564; To make sure the President, Cabinet Members, all White House Senior staff and Congressional Committee and Leadership Staff are purchasing health insurance through the health insurance exchanges established by the Patient Protection and Affordable Care Act.",43,56
2010-03-24,2,70,H.R. 4872,On the Motion to Table,Agreed to,"Motion to Table Alexander Motion to Commit H.R. 4872 to the Committee on Health, Education, Labor, and Pensions; Health Care and Education Reconciliation Act of 2010",58,41
2010-03-24,2,71,H.R. 4872,On the Motion S.Amdt. 3586,Rejected,Motion to Waive All Applicable Budgetary Discipline LeMieux Amdt. No. 3586; To enroll Members of Congress in the Medicaid program.,40,59
2010-03-24,2,72,H.R. 4872,On the Motion to Table,Agreed to,Motion to Table Hatch Motion to Commit H.R. 4872 to the Committee on Finance; Health Care and Education Reconciliation Act of 2010,56,42
2010-03-24,2,73,H.R. 4872,On the Motion to Table S.Amdt. 3556,Agreed to,Motion to Table Coburn Amdt. No. 3556; To reduce the cost of providing federally funded prescription drugs by eliminating fraudulent payments and prohibiting coverage of Viagra for child molesters and rapists and for drugs intended to induce abortion.,57,42
2010-03-24,2,74,H.R. 4872,On the Motion to Table S.Amdt. 3608,Agreed to,Motion to Table Hutchison Amdt. No. 3608; To protect the right of States to opt out of a Federal health care takeover.,58,41
2010-03-24,2,75,H.R. 4872,On the Motion to Table S.Amdt. 3638,Agreed to,"Motion to Table Collins Amdt. No. 3638; To improve the bill by waiving the $40,000 penalty on hiring previously unemployed individuals.",58,41
2010-03-24,2,76,H.R. 4872,On the Motion to Table S.Amdt. 3639,Agreed to,Motion to Table Thune Amdt. No. 3639; To ensure that no State experiences a net job loss as a result of the enactment of the SAFRA Act.,55,43
2010-03-24,2,77,H.R. 4872,On the Motion S.Amdt. 3640,Rejected,Motion to Waive All Applicable Budgetary Discipline Re: Thune Amdt. No. 3640; To repeal the CLASS Act.,43,55
2010-03-24,2,78,H.R. 4872,On the Motion to Table,Agreed to,Motion to Table Cornyn Motion to Commit to the Committee on Finance; Health Care and Education Reconciliation Act of 2010,52,46
2010-03-24,2,79,H.R. 4872,On the Motion to Table S.Amdt. 3579,Agreed to,Motion to Table Roberts Amdt. No. 3579; To strike the medical device tax.,56,42
2010-03-24,2,80,H.R. 4872,On the Motion to Table S.Amdt. 3588,Agreed to,Motion to Table Inhofe Amdt. No. 3588; To exclude pediatric devices for persons with disabilities from the medical device tax.,57,41
2010-03-24,2,81,H.R. 4872,On the Motion to Table S.Amdt. 3644,Agreed to,Motion to Table Hatch Amdt. No. 3644; To protect access for America's wounded warriors.,54,44
2010-03-24,2,82,H.R. 4872,On the Motion S.Amdt. 3651,Rejected,Motion to Waive All Applicable Budgetary Discipline Re: Gregg Amdt. No. 3651; To provide for a long-term fix to the Medicare sustainable growth rate formula in order to improve access for Medicare beneficiaries.,42,56
2010-03-24,2,83,H.R. 4872,On the Motion to Table S.Amdt. 3652,Agreed to,"Motion to Table Burr Amdt. No. 3652; To protect the integrity of Department of Veterans Affairs and Department of Defense health care programs for veterans, active-duty service members, their families, widows and widowers, and orphans who have sacrificed in defense of our Nation.",54,44
2010-03-24,2,84,H.R. 4872,On the Motion to Table S.Amdt. 3553,Agreed to,Motion to Table Vitter Amdt. No. 3553; To repeal the government takeover of health care.,58,39
2010-03-24,2,85,H.R. 4872,On the Motion S.Amdt. 3577,Rejected,Motion to Waive All Applicable Budgetary Discipline Re: Roberts Amdt. No. 3577; To protect Medicare beneficiary access to hospital care in rural areas from recommendations by the Independent Payment Advisory Board.,42,54
2010-03-25,2,86,H.R. 4872,On the Motion to Table,Agreed to,Motion to Table Roberts Motion to Commit H.R. 4872 to the Committee on Finance; Health Care and Education Reconciliation Act of 2010,59,37
2010-03-25,2,87,H.R. 4872,On the Motion to Table S.Amdt. 3681,Agreed to,Motion to Table Bunning Amdt. No. 3681; To allow individuals to elect to opt out of the Medicare part A benefits.,61,36
2010-03-25,2,88,H.R. 4872,On the Motion S.Amdt. 3699,Rejected,Motion to Waive All Applicable Budgetary Discipline Re: Grassley Amdt. No. 3699; To provide a temporary extension of certain programs.,40,56
2010-03-25,2,89,H.R. 4872,On the Motion S.Amdt. 3568,Rejected,Motion to Waive All Applicable Budgetary Discipline Re: Bennett Amdt. No. 3568; To protect the democratic process and the right of the people of the District of Columbia to define marriage.,36,59
2010-03-25,2,90,H.R. 4872,On the Motion to Table S.Amdt. 3645,Agreed to,Motion to Table Risch Amdt. No. 3645; To repeal the limitation on itemized medical expense deductions.,55,40
2010-03-25,2,91,H.R. 4872,On the Motion S.Amdt. 3635,Rejected,Motion to Waive All Applicable Budgetary Discipline Re: Hutchison Amdt. No. 3635; To repeal the sunset on marriage penalty relief and to make the election to deduct State and local sales taxes permanent.,40,55
2010-03-25,2,92,H.R. 4872,On the Motion to Table S.Amdt. 3668,Agreed to,Motion to Table Vitter Amdt. No. 3668; To increase women's access to breast cancer screenings.,56,39
2010-03-25,2,93,H.R. 4872,On the Motion S.Amdt. 3593,Rejected,Motion to Waive All Applicable Budgetary Discipline Re: Ensign Amdt. No. 3593; To improve access to pro bono care for medically underserved or indigent individuals by providing limited medical liability protections.,40,55
2010-03-25,2,94,H.R. 4872,On the Motion S.Amdt. 3700,Rejected,Motion to Waive All Applicable Budgetary Discipline Re: Coburn Amdt. No. 3700; To help protect Second Amendment rights of law-abiding Americans.,45,53
2010-03-25,2,95,H.R. 4872,On the Motion to Table S.Amdt. 3701,Agreed to,"Motion to Table Sessions Amdt. No. 3701; To ensure that Americans are not require to pay for the health benefits for those here illegally by requiring the use of an effective eligibility verification system, consistent with existing law for other federal health related programs, and to also maintain the current, and well-established requirement of law, that legal immigrants should not become a ""public charge"" or burden to the American taxpayers, to reduce the cost of this bill, and to reduce the deficit and for other purposes.",55,43
2010-03-25,2,96,H.R. 4872,On the Motion to Table S.Amdt. 3698,Agreed to,"Motion to Table Cornyn Amdt. No. 3698; To ensure that health care reform reduces health care costs for American families, small businesses, and taxpayers.",58,40
2010-03-25,2,97,H.R. 4872,On the Motion to Table S.Amdt. 3569,Agreed to,"Motion to Table Grassley Amdt. No. 3569; To amend title XVIII of the Social Security Act to ensure Medicare beneficiary access to physicians, eliminate sweetheart deals for frontier States, and ensure equitable reimbursement under the Medicare program for all rural states.",53,45
2010-03-25,2,98,H.R. 4872,On the Motion to Table S.Amdt. 3697,Agreed to,"Motion to Table Brownback Amdt. No. 3697; To index tax thresholds imposed under the legislation to prevent the government from using inflation to impose those taxes on individuals currently making less than $200,000 and families making less than $250,000.",56,42
2010-03-25,2,99,H.R. 4872,On the Motion S.Amdt. 3665,Rejected,Motion to Waive All Applicable Budgetary Discipline Re: Vitter Amdt. No. 3665; To prevent the new government entitlement program from further increasing an unsustainable deficit.,39,56
2010-03-25,2,100,H.R. 4872,On the Motion to Table,Agreed to,Motion to Table DeMint Motion to Commit to the Committee on Finance; Health Care and Education Reconciliation Act of 2010,56,43
2010-03-25,2,101,H.R. 4872,On the Motion to Table S.Amdt. 3710,Agreed to,Motion to Table Ensign Amdt. No. 3710; To strike the penalty for failure to comply with the individual mandate.,58,40
2010-03-25,2,102,H.R. 4872,On the Motion S.Amdt. 3711,Rejected,Motion to Waive All Applicable Budgetary Discipline Re: Murkowski Amdt. No. 3711; To provide an inflation adjustment for the additional hospital insurance tax on high-income taxpayers.,42,57
2010-03-25,2,103,H.R. 4872,On the Motion to Table S.Amdt. 3634,Agreed to,Motion to Table Hutchison Amdt. No. 3634; To strike the 2-year limitation on the small business tax credit for taxable years after the Exchanges open.,55,43
2010-03-25,2,104,H.R. 4872,On the Motion to Table S.Amdt. 3712,Agreed to,"Motion to Table Cornyn Amdt. No. 3712; To give States incentives to reduce fraud, waste, and abuse in their Medicaid programs.",57,41
2010-03-25,2,105,H.R. 4872,On Passage of the Bill,Passed,H.R. 4872 As Amended; Health Care and Education Reconciliation Act of 2010,56,43
2010-03-25,2,106,S. 3153,On the Motion to Table,Agreed to,Motion to Table Motion to Proceed to Consider S. 3153; Continuing Extension Act of 2010,59,40
2010-03-25,2,107,H.R. 4851,On the Motion,Agreed to,Motion to Instruct the Sergeant at Arms; Continuing Extension Act of 2010,58,35
2010-03-25,2,108,H.Con.Res. 257,On the Concurrent Resolution,Agreed to,H.Con.Res. 257; A concurrent resolution providing for an adjournment or recess of the two Houses.,49,39
2010-04-12,2,109,H.R. 4851,On Cloture on the Motion to Proceed,Agreed to,Motion to Invoke Cloture on the Motion to Proceed to H.R. 4851; Continuing Extension Act of 2010,60,34
2010-04-14,2,110,H.R. 4851,On the Motion S.Amdt. 3721,Rejected,"Motion to Waive All Applicable Budgetary Discipline - Baucus Amdt. No. 3721, As Modified; In the nature of a substitute.",58,40
2010-04-14,2,111,H.R. 4851,On the Motion to Table S.Amdt. 3723,Agreed to,Motion to Table Coburn Amdt. No. 3723 As Modified; To pay for the full cost of extending additional unemployment insurance and other Federal programs by rescinding unspent federal funds not obligated for any purpose.,51,46
2010-04-14,2,112,H.R. 4851,On the Motion S.Amdt. 3721,Agreed to,"Upon Reconsideration Motion To Waive All Applicable Budgetary Discipline Baucus Amdt. No. 3721, As Modified; In the nature of a substitute.",60,40
2010-04-15,2,113,H.R. 4851,On the Motion to Table S.Amdt. 3726,Agreed to,Motion To Table Coburn Amdt. No. 3726; To pay for the full cost of extending additional unemployment insurance and other Federal programs.,50,48
2010-04-15,2,114,H.R. 4851,On the Motion to Table S.Amdt. 3727,Agreed to,Motion To Table Coburn Amdt. No. 3727; To pay for the full cost of extending additional unemployment insurance and other Federal programs.,53,45
2010-04-15,2,115,H.R. 4851,On the Amendment S.Amdt. 3724,Agreed to,McCain Amdt. No. 3724 As Modified; Expressing the sense of the Senate that the Value Added Tax is a massive tax increase that will cripple families on fixed income and only further push back America's economic recovery and the Senate opposes a Value Added Tax.,85,13
2010-04-15,2,116,H.R. 4851,On the Cloture Motion S.Amdt. 3721,Agreed to,"Motion to Invoke Cloture on Baucus Amdt. No. 3721, As Modified; In the nature of a substitute.",60,38
2010-04-15,2,117,H.R. 4851,On Passage of the Bill,Passed,H.R. 4851 As Amended; Continuing Extension Act of 2010,59,38
2010-04-19,2,118,PN224,On the Cloture Motion,Agreed to,"Motion to Invoke Cloture on the Nomination of Lael Brainard, to be an Under Secretary of the Treasury",84,10
2010-04-20,2,119,PN224,On the Nomination,Confirmed,"Confirmation Lael Brainard, of D.C., to be an Under Secretary of the Treasury",78,19
2010-04-20,2,120,PN228,On the Nomination,Confirmed,"Confirmation Marisa J. Demeo, of D.C., to be an Associate Judge of the Superior Court of D.C.",66,32
2010-04-21,2,121,PN1379,On the Nomination,Confirmed,"Confirmation Christopher H. Schroeder, of North Carolina, to be an Assistant Attorney General",72,24
2010-04-21,2,122,PN909,On the Nomination,Confirmed,"Confirmation Thomas I. Vanaskie, of Pennsylvania, to be United States Circuit Judge for the Third Circuit",77,20
2010-04-22,2,123,PN1060,On the Nomination,Confirmed,"Confirmation Denny Chin, of New York, to be U.S. Circuit Judge for the Second Circuit",98,0
2010-04-26,2,124,S. 3217,On the Cloture Motion,Rejected,Motion to Invoke Cloture on the Motion to Proceed to Consider S. 3217; Restoring American Financial Stability Act of 2010,57,41
2010-04-26,2,125,S. 3217,On the Motion,Agreed to,Motion to Instruct the Sergeant at Arms; Restoring American Financial Stability Act of 2010,50,31
2010-04-27,2,126,S. 3217,On Cloture on the Motion to Proceed,Rejected,Upon Reconsideration Motion to Invoke Cloture on the Motion to Proceed to S. 3217; Restoring American Financial Stability Act of 2010,57,41
2010-04-28,2,127,S. 3217,On Cloture on the Motion to Proceed,Rejected,Second Motion to Invoke Cloture on the Motion to Proceed to Consider S. 3217; Restoring American Financial Stability Act of 2010,56,42
2010-05-05,2,128,PN1341,On the Nomination,Confirmed,"Confirmation Gloria M. Navarro, of Nevada, to be U.S. District Judge",98,0
2010-05-05,2,129,PN1246,On the Nomination,Confirmed,"Confirmation Nancy D. Freudenthal, of Wyoming, to be U.S. District Judge",96,1
2010-05-05,2,130,S. 3217,On the Amendment S.Amdt. 3737,Agreed to,Boxer Amdt. No. 3737; To prohibit taxpayers from ever having to bail out the financial sector.,96,1
2010-05-05,2,131,S. 3217,On the Amendment S.Amdt. 3827,Agreed to,Shelby-Dodd Amdt. No. 3827; To improve the bill.,93,5
2010-05-06,2,132,S. 3217,On the Amendment S.Amdt. 3749,Agreed to,"Tester Amdt. No. 3749; To require the Corporation to amend the definition of the term ""assessment base"".",98,0
2010-05-06,2,133,S. 3217,On the Amendment S.Amdt. 3826,Rejected,"Shelby Amdt. No. 3826; To establish a Division of Consumer Financial Protection within the Federal Deposit Insurance Corporation, and for other purposes.",38,61
2010-05-06,2,134,S. 3217,On the Motion,Agreed to,Motion to Instruct the Sgt. At Arms; Restoring American Financial Stability Act of 2010,61,33
2010-05-06,2,135,S. 3217,On the Amendment S.Amdt. 3898,Rejected,"Ensign Amdt. No. 3898; To amend the definition of the term ""financial company"" for purposes of limits on nondesposit liabilities.",35,59
2010-05-06,2,136,S. 3217,On the Amendment S.Amdt. 3733,Rejected,Brown (OH) Amdt. No. 3733; To impose leverage and liability limits on bank holding companies and financial companies.,33,61
2010-05-11,2,137,S. 3217,On the Amendment S.Amdt. 3738,Agreed to,"Sanders Amdt. No. 3738 as Modified; To require the non-partisan Government Accountability Office to conduct an independent audit of the Board of Governors of the Federal Reserve System that does not interfere with monetary policy, to let the American people know the names of the recipients of over $2,000,000,000,000 in taxpayer assistance from the Federal Reserve System, and for other purposes.",96,0
2010-05-11,2,138,S. 3217,On the Amendment S.Amdt. 3760,Rejected,"Vitter Amdt. No. 3760; To address availability of information concerning the meetings of the Federal Open Market Committee, and for other purposes.",37,62
2010-05-11,2,139,S. 3217,On the Amendment S.Amdt. 3938,Agreed to,"Dodd Amdt. No. 3938; To require the Secretary of the Treasury to conduct a study on ending the conservatorship of Fannie Mae and Freddie Mac, and reforming the housing finance system.",63,36
2010-05-11,2,140,S. 3217,On the Amendment S.Amdt. 3839,Rejected,"McCain Amdt. No. 3839; To provide for enhanced regulation of, and to establish a term certain for the conservatorships of Fannie Mae and Freddie Mac, to provide conditions for continued operation of such enterprises, to provide for the wind down of such operations and the dissolution of such enterprises, and to address budgetary treatment of such enterprises.",43,56
2010-05-12,2,141,S. 3217,On the Amendment S.Amdt. 3962,Agreed to,Merkley Amdt. No. 3962; To prohibit certain payments to loan originators and to require verification by lenders of the ability of consumers to repay loans.,63,36
2010-05-12,2,142,S. 3217,On the Amendment S.Amdt. 3955,Rejected,Corker Amdt. No. 3955; To provide for a study of the asset-backed securitization process and for residential mortgage underwriting standards.,42,57
2010-05-12,2,143,S. 3217,On the Amendment S.Amdt. 3759,Agreed to,Hutchison Amdt. No. 3759 as Modified; To maintain the role of the Board of Governors as the supervisor of holding companies and State member banks.,91,8
2010-05-12,2,144,S. 3217,On the Amendment S.Amdt. 3816,Rejected,"Chambliss Amdt. No. 3816; To implement regulatory oversight of the swap markets, to improve regulator's access to information about all swaps, to encourage clearing while preventing concentration of inadequately hedged risks in central clearinghouses and ensuring that corporate end users can continue to hedge their unique business risks, and to improve market transparency.",39,59
2010-05-12,2,145,S. 3217,On the Amendment S.Amdt. 3943,Agreed to,"Reed Amdt. No. 3943; To establish a specific consumer protection liaison for service members and their families, and for other purposes.",98,1
2010-05-13,2,146,S. 3217,On the Amendment S.Amdt. 3991,Agreed to,Franken Amdt. No. 3991; To instruct the Securities and Exchange Commission to establish a self-regulatory organization to assign credit rating agencies to provide initial credit ratings.,64,35
2010-05-13,2,147,S. 3217,On the Amendment S.Amdt. 3774,Agreed to,LeMieux Amdt. No. 3774 as Modified; To remove statutory references to credit rating agencies.,61,38
2010-05-13,2,148,S. 3217,On the Amendment S.Amdt. 3832,Rejected,Sessions Amdt. No. 3832; To provide an orderly and transparent bankruptcy process for non-bank financial institutions and prohibit bailout authority.,42,58
2010-05-13,2,149,S. 3217,On the Amendment S.Amdt. 3989,Agreed to,"Durbin Amdt. No. 3989 as Modified; To ensure that the fees that small businesses and other entities are charged for accepting debit cards are reasonable and proportional to the costs incurred, and to limit payment card networks from imposing anti-competitive restrictions on small businesses and other entities that accept payment cards.",64,33
2010-05-13,2,150,S. 3217,On the Amendment S.Amdt. 3987,Rejected,Thune Amdt. No. 3987; To provide for increased Congressional oversight through a sunset of the authority created under title X related to the creation of the Bureau of Consumer Financial Protection.,40,55
2010-05-17,2,151,S. 3217,On the Motion S.Amdt. 4020,Rejected,"Motion to Waive All Applicable Budgetary Discipline RE: Crapo Amdt. No. 4020; To limit further bailouts of Fannie Mae and Freddie Mac, to enhance the regulation and oversight of such enterprises, and for other purposes.",47,46
2010-05-17,2,152,S. 3217,On the Amendment S.Amdt. 3986,Agreed to,Cornyn Amdt. No. 3986; To protect United States taxpayers from paying for the bailouts of foreign governments.,94,0
2010-05-18,2,153,S. 3217,On the Amendment S.Amdt. 4051,Rejected,Gregg Amdt. No. 4051 As Modified; To prohibit taxpayer bailouts of fiscally irresponsible State and local governments.,47,50
2010-05-18,2,154,S. 3217,On the Amendment S.Amdt. 4034,Rejected,"Corker Amdt. No. 4034; To address the applicability of certain State authorities with respect to national banks, and for other purposes.",43,55
2010-05-18,2,155,S. 3217,On the Amendment S.Amdt. 4071,Agreed to,"Carper Amdt. No. 4071; To address the applicability and preservation of certain State authorities, and for other purposes.",80,18
2010-05-18,2,156,S. 3217,On the Motion to Table S.Amdt. 4114,Agreed to,Motion to Table Dorgan Amdt. No. 4114; To ban naked credit default swaps and for other purposes.,57,38
2010-05-18,2,157,S. 3217,On the Amendment S.Amdt. 4072,Agreed to,"Grassley Amdt. No. 4072; To provide for the independence of Inspectors General of certain designated Federal entities, and for other purposes.",75,21
2010-05-19,2,158,S. 3217,On the Cloture Motion S.Amdt. 3739,Rejected,Motion to Invoke Cloture On Dodd Amdt. No. 3739; In the nature of a substitute.,57,42
2010-05-19,2,159,S. 3217,On the Amendment S.Amdt. 3746,Rejected,Whitehouse Amdt. No. 3746 As Modified Further; To restore to the States the right to protect consumers from usurious lenders.,35,60
2010-05-20,2,160,S. 3217,On the Cloture Motion S.Amdt. 3739,Agreed to,Upon Reconsideration Motion to Invoke Cloture on Amdt. No. 3739; In the nature of a substitute.,60,40
2010-05-20,2,161,S. 3217,On the Motion S.Amdt. 3739,Agreed to,Motion to Waive All Applicable Budgetary Discipline RE: Dodd Amdt. No. 3739; In the nature of a substitute.,60,39
2010-05-20,2,162,H.R. 4173,On Passage of the Bill,Passed,H.R. 4173 As Amended; Dodd-Frank Wall Street Reform and Consumer Protection Act,59,39
2010-05-24,2,163,H.R. 4173,On the Motion,Agreed to,Brownback Motion to Instruct Conferees Re: H.R. 4173; Dodd-Frank Wall Street Reform and Consumer Protection Act,60,30
2010-05-24,2,164,H.R. 4173,On the Motion,Agreed to,Hutchison Motion to Instruct Conferees Re: H.R. 4173; Dodd-Frank Wall Street Reform and Consumer Protection Act,87,4
2010-05-27,2,165,H.R. 4899,On the Motion S.Amdt. 4214,Rejected,Motion to Waive All Applicable Budgetary Discipline re: McCain Amdt. No. 4214; To provide for National Guard support to secure the southern land border of the United States.,51,46
2010-05-27,2,166,H.R. 4899,On the Motion S.Amdt. 4228,Rejected,"Motion to Waive Sect. 403, S. Con. Res. 13, 111th Congress, Kyl Amdt. No. 4228 As Modified; To appropriate $200,000,000 to increase resources for the Department of Justice and the Judiciary to address illegal crossings of the Southwest border, with an offset.",54,44
2010-05-27,2,167,H.R. 4899,On the Motion S.Amdt. 4202,Rejected,"Motion to Waive Sec. 403 of S. Con. Res. 13, 111th Congress, Cornyn Amdt. No. 4202 As Modified Further; To make appropriations to improve border security, with an offset from unobligated appropriations under division A of Public Law 111-5.",54,43
2010-05-27,2,168,H.R. 4899,On the Amendment S.Amdt. 4204,Rejected,"Feingold Amdt. No. 4204; To require a plan for the safe, orderly, and expeditious redeployment of the United States Armed Forces from Afghanistan.",18,80
2010-05-27,2,169,H.R. 4899,On the Motion to Table S.Amdt. 4231,Agreed to,"Motion To Table Coburn Amdt. No. 4231 As Modified; To pay for the costs of supplemental spending by reducing waste, inefficiency, and unnecessary spending within the Federal Government.",53,45
2010-05-27,2,170,H.R. 4899,On the Motion to Table S.Amdt. 4232,Agreed to,Motion To Table Coburn Amdt. No. 4232; To pay for the costs of supplemental spending by reducing Congress' own budget and disposing of unneeded Federal property and uncommitted Federal funds.,50,47
2010-05-27,2,171,H.R. 4899,On the Cloture Motion,Agreed to,"Motion to Invoke Cloture on the Committee Reported Substitute Amendment to H.R. 4899; Supplemental Appropriations Act, 2010",69,29
2010-05-27,2,172,H.R. 4899,On the Motion,Rejected,"DeMint Motion to Suspend Rule XXII; Supplemental Appropriations Act, 2010",45,52
2010-05-27,2,173,H.R. 4899,On the Amendment S.Amdt. 4253,Agreed to,Collins Amdt. No. 4253; To prohibit the imposition of fines and liability under certain final rules of the Environmental Protection Agency.,60,37
