"Senator","Congress","Party"
"NEUBERGER (D OR)",89,"D"
"SCOTT (R PA)",89,"R"
"CLARK (D PA)",89,"D"
"PASTORE (D RI)",89,"D"
"PELL (D RI)",89,"D"
"THURMOND (R SC)",89,"R"
"JOHNSTON (D SC)",89,"D"
"RUSSELL (D SC)",89,"D"
"MCGOVERN (D SD)",89,"D"
"MUNDT (R SD)",89,"R"
"GORE (D TN)",89,"D"
"BASS (D TN)",89,"D"
"YARBOROUGH (D TX)",89,"D"
"TOWER (R TX)",89,"R"
"BENNETT (R UT)",89,"R"
"MOSS (D UT)",89,"D"
"AIKEN (R VT)",89,"R"
"PROUTY (R VT)",89,"R"
"ROBERTSON (D VA)",89,"D"
"BYRD (D VA)",89,"D"
"BYRD (D VA) 10802",89,"D"
"JACKSON (D WA)",89,"D"
"MAGNUSON (D WA)",89,"D"
"BYRD (D WV)",89,"D"
"RANDOLPH (D WV)",89,"D"
"NELSON (D WI)",89,"D"
"PROXMIRE (D WI)",89,"D"
"SIMPSON (R WY)",89,"R"
"MCGEE (D WY)",89,"D"
"JOHNSON (D USA)",90,"D"
"SPARKMAN (D AL)",90,"D"
"HILL (D AL)",90,"D"
"GRUENING (D AK)",90,"D"
"BARTLETT (D AK)",90,"D"
"HAYDEN (D AZ)",90,"D"
"FANNIN (R AZ)",90,"R"
"FULBRIGHT (D AR)",90,"D"
"MCCLELLAN (D AR)",90,"D"
"KUCHEL (R CA)",90,"R"
"MURPHY (R CA)",90,"R"
"DOMINICK (R CO)",90,"R"
"ALLOTT (R CO)",90,"R"
"DODD (D CT)",90,"D"
"RIBICOFF (D CT)",90,"D"
"BOGGS (R DE)",90,"R"
"WILLIAMS (R DE)",90,"R"
"SMATHERS (D FL)",90,"D"
"HOLLAND (D FL)",90,"D"
"RUSSELL (D GA)",90,"D"
"TALMADGE (D GA)",90,"D"
"FONG (R HI)",90,"R"
"INOUYE (D HI)",90,"D"
"CHURCH (D ID)",90,"D"
"JORDAN (R ID)",90,"R"
"DIRKSEN (R IL)",90,"R"
"PERCY (R IL)",90,"R"
"HARTKE (D IN)",90,"D"
"BAYH (D IN)",90,"D"
"MILLER (R IA)",90,"R"
"HICKENLOOPE (R IA)",90,"R"
"CARLSON (R KS)",90,"R"
"PEARSON (R KS)",90,"R"
"COOPER (R KY)",90,"R"
"MORTON (R KY)",90,"R"
"ELLENDER (D LA)",90,"D"
"LONG (D LA)",90,"D"
"MUSKIE (D ME)",90,"D"
"SMITH (R ME)",90,"R"
"BREWSTER (D MD)",90,"D"
"TYDINGS (D MD)",90,"D"
"BROOKE (R MA)",90,"R"
"KENNEDY (D MA)",90,"D"
"GRIFFIN (R MI)",90,"R"
"HART (D MI)",90,"D"
"MONDALE (D MN)",90,"D"
"MCCARTHY (D MN)",90,"D"
"STENNIS (D MS)",90,"D"
"EASTLAND (D MS)",90,"D"
"SYMINGTON (D MO)",90,"D"
"LONG (D MO)",90,"D"
"METCALF (D MT)",90,"D"
"MANSFIELD (D MT)",90,"D"
"CURTIS (R NE)",90,"R"
"HRUSKA (R NE)",90,"R"
"BIBLE (D NV)",90,"D"
"CANNON (D NV)",90,"D"
"MCINTYRE (D NH)",90,"D"
"COTTON (R NH)",90,"R"
"CASE (R NJ)",90,"R"
"WILLIAMS (D NJ)",90,"D"
"ANDERSON (D NM)",90,"D"
"MONTOYA (D NM)",90,"D"
"JAVITS (R NY)",90,"R"
"GOODELL (R NY)",90,"R"
"KENNEDY (D NY)",90,"D"
"JORDAN (D NC)",90,"D"
"ERVIN (D NC)",90,"D"
"YOUNG (R ND)",90,"R"
"BURDICK (D ND)",90,"D"
"YOUNG (D OH)",90,"D"
"LAUSCHE (D OH)",90,"D"
"MONRONEY (D OK)",90,"D"
"HARRIS (D OK)",90,"D"
"MORSE (D OR)",90,"D"
"HATFIELD (R OR)",90,"R"
"SCOTT (R PA)",90,"R"
"CLARK (D PA)",90,"D"
"PASTORE (D RI)",90,"D"
"PELL (D RI)",90,"D"
"HOLLINGS (D SC)",90,"D"
"THURMOND (R SC)",90,"R"
"MCGOVERN (D SD)",90,"D"
"MUNDT (R SD)",90,"R"
"BAKER (R TN)",90,"R"
"GORE (D TN)",90,"D"
"YARBOROUGH (D TX)",90,"D"
"TOWER (R TX)",90,"R"
"BENNETT (R UT)",90,"R"
"MOSS (D UT)",90,"D"
"PROUTY (R VT)",90,"R"
"AIKEN (R VT)",90,"R"
"SPONG (D VA)",90,"D"
"BYRD (D VA)",90,"D"
"MAGNUSON (D WA)",90,"D"
"JACKSON (D WA)",90,"D"
"RANDOLPH (D WV)",90,"D"
"BYRD (D WV)",90,"D"
"PROXMIRE (D WI)",90,"D"
"NELSON (D WI)",90,"D"
"HANSEN (R WY)",90,"R"
"MCGEE (D WY)",90,"D"
"NIXON (R USA)",91,"R"
"SPARKMAN (D AL)",91,"D"
"ALLEN (D AL)",91,"D"
"GRAVEL (D AK)",91,"D"
"STEVENS (R AK)",91,"R"
"GOLDWATER (R AZ)",91,"R"
"FANNIN (R AZ)",91,"R"
"MCCLELLAN (D AR)",91,"D"
"FULBRIGHT (D AR)",91,"D"
"MURPHY (R CA)",91,"R"
"CRANSTON (D CA)",91,"D"
"ALLOTT (R CO)",91,"R"
"DOMINICK (R CO)",91,"R"
"RIBICOFF (D CT)",91,"D"
"DODD (D CT)",91,"D"
"BOGGS (R DE)",91,"R"
"WILLIAMS (R DE)",91,"R"
"GURNEY (R FL)",91,"R"
"HOLLAND (D FL)",91,"D"
"RUSSELL (D GA)",91,"D"
"TALMADGE (D GA)",91,"D"
"INOUYE (D HI)",91,"D"
"FONG (R HI)",91,"R"
"JORDAN (R ID)",91,"R"
"CHURCH (D ID)",91,"D"
"DIRKSEN (R IL)",91,"R"
"PERCY (R IL)",91,"R"
"SMITH (R IL)",91,"R"
"STEVENSON (D IL)",91,"D"
"BAYH (D IN)",91,"D"
"HARTKE (D IN)",91,"D"
"HUGHES (D IA)",91,"D"
"MILLER (R IA)",91,"R"
"PEARSON (R KS)",91,"R"
"DOLE (R KS)",91,"R"
"COOPER (R KY)",91,"R"
"COOK (R KY)",91,"R"
"LONG (D LA)",91,"D"
"ELLENDER (D LA)",91,"D"
"SMITH (R ME)",91,"R"
"MUSKIE (D ME)",91,"D"
"MATHIAS (R MD)",91,"R"
"TYDINGS (D MD)",91,"D"
"KENNEDY (D MA)",91,"D"
"BROOKE (R MA)",91,"R"
"GRIFFIN (R MI)",91,"R"
"HART (D MI)",91,"D"
"MCCARTHY (D MN)",91,"D"
"MONDALE (D MN)",91,"D"
"STENNIS (D MS)",91,"D"
"EASTLAND (D MS)",91,"D"
"EAGLETON (D MO)",91,"D"
"SYMINGTON (D MO)",91,"D"
"MANSFIELD (D MT)",91,"D"
"METCALF (D MT)",91,"D"
"HRUSKA (R NE)",91,"R"
"CURTIS (R NE)",91,"R"
"CANNON (D NV)",91,"D"
"BIBLE (D NV)",91,"D"
"COTTON (R NH)",91,"R"
"MCINTYRE (D NH)",91,"D"
"WILLIAMS (D NJ)",91,"D"
"CASE (R NJ)",91,"R"
"ANDERSON (D NM)",91,"D"
"MONTOYA (D NM)",91,"D"
"JAVITS (R NY)",91,"R"
"GOODELL (R NY)",91,"R"
"ERVIN (D NC)",91,"D"
"JORDAN (D NC)",91,"D"
"BURDICK (D ND)",91,"D"
"YOUNG (R ND)",91,"R"
"SAXBE (R OH)",91,"R"
"YOUNG (D OH)",91,"D"
"HARRIS (D OK)",91,"D"
"BELLMON (R OK)",91,"R"
"PACKWOOD (R OR)",91,"R"
"HATFIELD (R OR)",91,"R"
"SCHWEIKER (R PA)",91,"R"
"SCOTT (R PA)",91,"R"
"PASTORE (D RI)",91,"D"
"PELL (D RI)",91,"D"
"HOLLINGS (D SC)",91,"D"
"THURMOND (R SC)",91,"R"
"MUNDT (R SD)",91,"R"
"MCGOVERN (D SD)",91,"D"
"BAKER (R TN)",91,"R"
"GORE (D TN)",91,"D"
"YARBOROUGH (D TX)",91,"D"
"TOWER (R TX)",91,"R"
"MOSS (D UT)",91,"D"
"BENNETT (R UT)",91,"R"
"PROUTY (R VT)",91,"R"
"AIKEN (R VT)",91,"R"
"BYRD (D VA)",91,"D"
"SPONG (D VA)",91,"D"
"MAGNUSON (D WA)",91,"D"
"JACKSON (D WA)",91,"D"
"RANDOLPH (D WV)",91,"D"
"BYRD (D WV)",91,"D"
"PROXMIRE (D WI)",91,"D"
"NELSON (D WI)",91,"D"
"HANSEN (R WY)",91,"R"
"MCGEE (D WY)",91,"D"
"NIXON (R USA)",92,"R"
"SPARKMAN (D AL)",92,"D"
"ALLEN (D AL)",92,"D"
"GRAVEL (D AK)",92,"D"
"STEVENS (R AK)",92,"R"
"FANNIN (R AZ)",92,"R"
"GOLDWATER (R AZ)",92,"R"
"MCCLELLAN (D AR)",92,"D"
"FULBRIGHT (D AR)",92,"D"
"TUNNEY (D CA)",92,"D"
"CRANSTON (D CA)",92,"D"
"ALLOTT (R CO)",92,"R"
"DOMINICK (R CO)",92,"R"
"RIBICOFF (D CT)",92,"D"
"WEICKER (R CT)",92,"R"
"BOGGS (R DE)",92,"R"
"ROTH (R DE)",92,"R"
"GURNEY (R FL)",92,"R"
"CHILES (D FL)",92,"D"
"TALMADGE (D GA)",92,"D"
"RUSSELL (D GA)",92,"D"
"GAMBRELL (D GA)",92,"D"
"FONG (R HI)",92,"R"
"INOUYE (D HI)",92,"D"
"JORDAN (R ID)",92,"R"
"CHURCH (D ID)",92,"D"
"STEVENSON (D IL)",92,"D"
"PERCY (R IL)",92,"R"
"HARTKE (D IN)",92,"D"
"BAYH (D IN)",92,"D"
"MILLER (R IA)",92,"R"
"HUGHES (D IA)",92,"D"
"DOLE (R KS)",92,"R"
"PEARSON (R KS)",92,"R"
"COOK (R KY)",92,"R"
"COOPER (R KY)",92,"R"
"ELLENDER (D LA)",92,"D"
"LONG (D LA)",92,"D"
"EDWARDS (D LA)",92,"D"
"SMITH (R ME)",92,"R"
"MUSKIE (D ME)",92,"D"
"BEALL (R MD)",92,"R"
"MATHIAS (R MD)",92,"R"
"BROOKE (R MA)",92,"R"
"KENNEDY (D MA)",92,"D"
"HART (D MI)",92,"D"
"GRIFFIN (R MI)",92,"R"
"MONDALE (D MN)",92,"D"
"HUMPHREY (D MN)",92,"D"
"STENNIS (D MS)",92,"D"
"EASTLAND (D MS)",92,"D"
"EAGLETON (D MO)",92,"D"
"SYMINGTON (D MO)",92,"D"
"METCALF (D MT)",92,"D"
"MANSFIELD (D MT)",92,"D"
"HRUSKA (R NE)",92,"R"
"CURTIS (R NE)",92,"R"
"CANNON (D NV)",92,"D"
"BIBLE (D NV)",92,"D"
"MCINTYRE (D NH)",92,"D"
"COTTON (R NH)",92,"R"
"CASE (R NJ)",92,"R"
"WILLIAMS (D NJ)",92,"D"
"ANDERSON (D NM)",92,"D"
"MONTOYA (D NM)",92,"D"
"JAVITS (R NY)",92,"R"
"BUCKLEY (Conservative NY)",92,"Conservative"
"ERVIN (D NC)",92,"D"
"JORDAN (D NC)",92,"D"
"BURDICK (D ND)",92,"D"
"YOUNG (R ND)",92,"R"
"SAXBE (R OH)",92,"R"
"TAFT (R OH)",92,"R"
"BELLMON (R OK)",92,"R"
"HARRIS (D OK)",92,"D"
"HATFIELD (R OR)",92,"R"
"PACKWOOD (R OR)",92,"R"
"SCHWEIKER (R PA)",92,"R"
"SCOTT (R PA)",92,"R"
"PASTORE (D RI)",92,"D"
"PELL (D RI)",92,"D"
"HOLLINGS (D SC)",92,"D"
"THURMOND (R SC)",92,"R"
"MCGOVERN (D SD)",92,"D"
"MUNDT (R SD)",92,"R"
"BROCK (R TN)",92,"R"
"BAKER (R TN)",92,"R"
"TOWER (R TX)",92,"R"
"BENTSEN (D TX)",92,"D"
"MOSS (D UT)",92,"D"
"BENNETT (R UT)",92,"R"
"AIKEN (R VT)",92,"R"
"PROUTY (R VT)",92,"R"
"STAFFORD (R VT)",92,"R"
"SPONG (D VA)",92,"D"
"BYRD (Indep VA)",92,"Indep"
"MAGNUSON (D WA)",92,"D"
"JACKSON (D WA)",92,"D"
"RANDOLPH (D WV)",92,"D"
"BYRD (D WV)",92,"D"
"NELSON (D WI)",92,"D"
"PROXMIRE (D WI)",92,"D"
"HANSEN (R WY)",92,"R"
"MCGEE (D WY)",92,"D"
"NIXON (R USA)",93,"R"
"FORD (R USA)",93,"R"
"SPARKMAN (D AL)",93,"D"
"ALLEN (D AL)",93,"D"
"GRAVEL (D AK)",93,"D"
"STEVENS (R AK)",93,"R"
"GOLDWATER (R AZ)",93,"R"
"FANNIN (R AZ)",93,"R"
"MCCLELLAN (D AR)",93,"D"
"FULBRIGHT (D AR)",93,"D"
"TUNNEY (D CA)",93,"D"
"CRANSTON (D CA)",93,"D"
"HASKELL (D CO)",93,"D"
"DOMINICK (R CO)",93,"R"
"WEICKER (R CT)",93,"R"
"RIBICOFF (D CT)",93,"D"
"BIDEN (D DE)",93,"D"
"ROTH (R DE)",93,"R"
"GURNEY (R FL)",93,"R"
"CHILES (D FL)",93,"D"
"TALMADGE (D GA)",93,"D"
"NUNN (D GA)",93,"D"
"FONG (R HI)",93,"R"
"INOUYE (D HI)",93,"D"
"MCCLURE (R ID)",93,"R"
"CHURCH (D ID)",93,"D"
"STEVENSON (D IL)",93,"D"
"PERCY (R IL)",93,"R"
"BAYH (D IN)",93,"D"
"HARTKE (D IN)",93,"D"
"HUGHES (D IA)",93,"D"
"CLARK (D IA)",93,"D"
"PEARSON (R KS)",93,"R"
"DOLE (R KS)",93,"R"
"HUDDLESTON (D KY)",93,"D"
"COOK (R KY)",93,"R"
"LONG (D LA)",93,"D"
"JOHNSTON (D LA)",93,"D"
"MUSKIE (D ME)",93,"D"
"HATHAWAY (D ME)",93,"D"
"BEALL (R MD)",93,"R"
"MATHIAS (R MD)",93,"R"
"KENNEDY (D MA)",93,"D"
"BROOKE (R MA)",93,"R"
"GRIFFIN (R MI)",93,"R"
"HART (D MI)",93,"D"
"MONDALE (D MN)",93,"D"
"HUMPHREY (D MN)",93,"D"
"STENNIS (D MS)",93,"D"
"EASTLAND (D MS)",93,"D"
"EAGLETON (D MO)",93,"D"
"SYMINGTON (D MO)",93,"D"
"METCALF (D MT)",93,"D"
"MANSFIELD (D MT)",93,"D"
"HRUSKA (R NE)",93,"R"
"CURTIS (R NE)",93,"R"
"CANNON (D NV)",93,"D"
"BIBLE (D NV)",93,"D"
"LAXALT (R NV)",93,"R"
"COTTON (R NH)",93,"R"
"MCINTYRE (D NH)",93,"D"
"CASE (R NJ)",93,"R"
"WILLIAMS (D NJ)",93,"D"
"DOMENICI (R NM)",93,"R"
"MONTOYA (D NM)",93,"D"
"JAVITS (R NY)",93,"R"
"BUCKLEY (Conservative NY)",93,"Conservative"
"ERVIN (D NC)",93,"D"
"HELMS (R NC)",93,"R"
"BURDICK (D ND)",93,"D"
"YOUNG (R ND)",93,"R"
"TAFT (R OH)",93,"R"
"SAXBE (R OH)",93,"R"
"METZENBAUM (D OH)",93,"D"
"BARTLETT (R OK)",93,"R"
"BELLMON (R OK)",93,"R"
"PACKWOOD (R OR)",93,"R"
"HATFIELD (R OR)",93,"R"
"SCOTT (R PA)",93,"R"
"SCHWEIKER (R PA)",93,"R"
"PELL (D RI)",93,"D"
"PASTORE (D RI)",93,"D"
"THURMOND (R SC)",93,"R"
"HOLLINGS (D SC)",93,"D"
"ABOUREZK (D SD)",93,"D"
"MCGOVERN (D SD)",93,"D"
"BAKER (R TN)",93,"R"
"BROCK (R TN)",93,"R"
"TOWER (R TX)",93,"R"
"BENTSEN (D TX)",93,"D"
"MOSS (D UT)",93,"D"
"BENNETT (R UT)",93,"R"
"STAFFORD (R VT)",93,"R"
"AIKEN (R VT)",93,"R"
"SCOTT (R VA)",93,"R"
"BYRD (Indep VA)",93,"Indep"
"MAGNUSON (D WA)",93,"D"
"JACKSON (D WA)",93,"D"
"BYRD (D WV)",93,"D"
"RANDOLPH (D WV)",93,"D"
"PROXMIRE (D WI)",93,"D"
"NELSON (D WI)",93,"D"
"MCGEE (D WY)",93,"D"
"HANSEN (R WY)",93,"R"
"FORD (R USA)",94,"R"
"SPARKMAN (D AL)",94,"D"
"ALLEN (D AL)",94,"D"
"GRAVEL (D AK)",94,"D"
"STEVENS (R AK)",94,"R"
"FANNIN (R AZ)",94,"R"
"GOLDWATER (R AZ)",94,"R"
"MCCLELLAN (D AR)",94,"D"
"BUMPERS (D AR)",94,"D"
"CRANSTON (D CA)",94,"D"
"TUNNEY (D CA)",94,"D"
"HASKELL (D CO)",94,"D"
"HART (D CO)",94,"D"
"WEICKER (R CT)",94,"R"
"RIBICOFF (D CT)",94,"D"
"BIDEN (D DE)",94,"D"
"ROTH (R DE)",94,"R"
"STONE (D FL)",94,"D"
"CHILES (D FL)",94,"D"
"TALMADGE (D GA)",94,"D"
"NUNN (D GA)",94,"D"
"INOUYE (D HI)",94,"D"
"FONG (R HI)",94,"R"
"MCCLURE (R ID)",94,"R"
"CHURCH (D ID)",94,"D"
"STEVENSON (D IL)",94,"D"
"PERCY (R IL)",94,"R"
"BAYH (D IN)",94,"D"
"HARTKE (D IN)",94,"D"
"CLARK (D IA)",94,"D"
"CULVER (D IA)",94,"D"
"DOLE (R KS)",94,"R"
"PEARSON (R KS)",94,"R"
"HUDDLESTON (D KY)",94,"D"
"FORD (D KY)",94,"D"
"JOHNSTON (D LA)",94,"D"
"LONG (D LA)",94,"D"
"MUSKIE (D ME)",94,"D"
"HATHAWAY (D ME)",94,"D"
"BEALL (R MD)",94,"R"
"MATHIAS (R MD)",94,"R"
"KENNEDY (D MA)",94,"D"
"BROOKE (R MA)",94,"R"
"HART (D MI)",94,"D"
"GRIFFIN (R MI)",94,"R"
"MONDALE (D MN)",94,"D"
"HUMPHREY (D MN)",94,"D"
"EASTLAND (D MS)",94,"D"
"STENNIS (D MS)",94,"D"
"EAGLETON (D MO)",94,"D"
"SYMINGTON (D MO)",94,"D"
"METCALF (D MT)",94,"D"
"MANSFIELD (D MT)",94,"D"
"CURTIS (R NE)",94,"R"
"HRUSKA (R NE)",94,"R"
"CANNON (D NV)",94,"D"
"LAXALT (R NV)",94,"R"
"MCINTYRE (D NH)",94,"D"
"COTTON (R NH)",94,"R"
"DURKIN (D NH)",94,"D"
"CASE (R NJ)",94,"R"
"WILLIAMS (D NJ)",94,"D"
"DOMENICI (R NM)",94,"R"
"MONTOYA (D NM)",94,"D"
"JAVITS (R NY)",94,"R"
"BUCKLEY (Conservative NY)",94,"Conservative"
"MORGAN (D NC)",94,"D"
"HELMS (R NC)",94,"R"
"BURDICK (D ND)",94,"D"
"YOUNG (R ND)",94,"R"
"GLENN (D OH)",94,"D"
"TAFT (R OH)",94,"R"
"BELLMON (R OK)",94,"R"
"BARTLETT (R OK)",94,"R"
"HATFIELD (R OR)",94,"R"
"PACKWOOD (R OR)",94,"R"
"SCOTT (R PA)",94,"R"
"SCHWEIKER (R PA)",94,"R"
"PELL (D RI)",94,"D"
"PASTORE (D RI)",94,"D"
"THURMOND (R SC)",94,"R"
"HOLLINGS (D SC)",94,"D"
"ABOUREZK (D SD)",94,"D"
"MCGOVERN (D SD)",94,"D"
"BAKER (R TN)",94,"R"
"BROCK (R TN)",94,"R"
"BENTSEN (D TX)",94,"D"
"TOWER (R TX)",94,"R"
"MOSS (D UT)",94,"D"
"GARN (R UT)",94,"R"
"STAFFORD (R VT)",94,"R"
"LEAHY (D VT)",94,"D"
"BYRD (Indep VA)",94,"Indep"
"SCOTT (R VA)",94,"R"
"MAGNUSON (D WA)",94,"D"
"JACKSON (D WA)",94,"D"
"RANDOLPH (D WV)",94,"D"
"BYRD (D WV)",94,"D"
"NELSON (D WI)",94,"D"
"PROXMIRE (D WI)",94,"D"
"HANSEN (R WY)",94,"R"
"MCGEE (D WY)",94,"D"
"CARTER (D USA)",95,"D"
"SPARKMAN (D AL)",95,"D"
"ALLEN (D AL)",95,"D"
"ALLEN (D AL) 14517",95,"D"
"STEVENS (R AK)",95,"R"
"GRAVEL (D AK)",95,"D"
"DECONCINI (D AZ)",95,"D"
"GOLDWATER (R AZ)",95,"R"
"BUMPERS (D AR)",95,"D"
"MCCLELLAN (D AR)",95,"D"
"HODGES (D AR)",95,"D"
"CRANSTON (D CA)",95,"D"
"HAYAKAWA (R CA)",95,"R"
"HART (D CO)",95,"D"
"HASKELL (D CO)",95,"D"
"WEICKER (R CT)",95,"R"
"RIBICOFF (D CT)",95,"D"
"ROTH (R DE)",95,"R"
"BIDEN (D DE)",95,"D"
"STONE (D FL)",95,"D"
"CHILES (D FL)",95,"D"
"TALMADGE (D GA)",95,"D"
"NUNN (D GA)",95,"D"
"MATSUNAGA (D HI)",95,"D"
"INOUYE (D HI)",95,"D"
"CHURCH (D ID)",95,"D"
"MCCLURE (R ID)",95,"R"
"STEVENSON (D IL)",95,"D"
"PERCY (R IL)",95,"R"
"LUGAR (R IN)",95,"R"
"BAYH (D IN)",95,"D"
"CULVER (D IA)",95,"D"
"CLARK (D IA)",95,"D"
"PEARSON (R KS)",95,"R"
"DOLE (R KS)",95,"R"
"HUDDLESTON (D KY)",95,"D"
"FORD (D KY)",95,"D"
"LONG (D LA)",95,"D"
"JOHNSTON (D LA)",95,"D"
"HATHAWAY (D ME)",95,"D"
"MUSKIE (D ME)",95,"D"
"SARBANES (D MD)",95,"D"
"MATHIAS (R MD)",95,"R"
"KENNEDY (D MA)",95,"D"
"BROOKE (R MA)",95,"R"
"GRIFFIN (R MI)",95,"R"
"RIEGLE (D MI)",95,"D"
"HUMPHREY (D MN)",95,"D"
"HUMPHREY (D MN) 14516",95,"D"
"ANDERSON (D MN)",95,"D"
"EASTLAND (D MS)",95,"D"
"STENNIS (D MS)",95,"D"
"DANFORTH (R MO)",95,"R"
"EAGLETON (D MO)",95,"D"
"MELCHER (D MT)",95,"D"
"METCALF (D MT)",95,"D"
"HATFIELD (D MT)",95,"D"
"ZORINSKY (D NE)",95,"D"
"CURTIS (R NE)",95,"R"
"CANNON (D NV)",95,"D"
"LAXALT (R NV)",95,"R"
"DURKIN (D NH)",95,"D"
"MCINTYRE (D NH)",95,"D"
"CASE (R NJ)",95,"R"
"WILLIAMS (D NJ)",95,"D"
"SCHMITT (R NM)",95,"R"
"DOMENICI (R NM)",95,"R"
"JAVITS (R NY)",95,"R"
"MOYNIHAN (D NY)",95,"D"
"HELMS (R NC)",95,"R"
"MORGAN (D NC)",95,"D"
"BURDICK (D ND)",95,"D"
"YOUNG (R ND)",95,"R"
"METZENBAUM (D OH)",95,"D"
"GLENN (D OH)",95,"D"
"BELLMON (R OK)",95,"R"
"BARTLETT (R OK)",95,"R"
"HATFIELD (R OR)",95,"R"
"PACKWOOD (R OR)",95,"R"
"HEINZ (R PA)",95,"R"
"SCHWEIKER (R PA)",95,"R"
"CHAFEE (R RI)",95,"R"
"PELL (D RI)",95,"D"
"THURMOND (R SC)",95,"R"
"HOLLINGS (D SC)",95,"D"
"MCGOVERN (D SD)",95,"D"
"ABOUREZK (D SD)",95,"D"
"SASSER (D TN)",95,"D"
"BAKER (R TN)",95,"R"
"TOWER (R TX)",95,"R"
"BENTSEN (D TX)",95,"D"
"GARN (R UT)",95,"R"
"HATCH (R UT)",95,"R"
"STAFFORD (R VT)",95,"R"
"LEAHY (D VT)",95,"D"
"BYRD (Indep VA)",95,"Indep"
"SCOTT (R VA)",95,"R"
"MAGNUSON (D WA)",95,"D"
"JACKSON (D WA)",95,"D"
"BYRD (D WV)",95,"D"
"RANDOLPH (D WV)",95,"D"
"NELSON (D WI)",95,"D"
"PROXMIRE (D WI)",95,"D"
"WALLOP (R WY)",95,"R"
"HANSEN (R WY)",95,"R"
"CARTER (D USA)",96,"D"
"HEFLIN (D AL)",96,"D"
"STEWART (D AL)",96,"D"
"GRAVEL (D AK)",96,"D"
"STEVENS (R AK)",96,"R"
"DECONCINI (D AZ)",96,"D"
"GOLDWATER (R AZ)",96,"R"
"PRYOR (D AR)",96,"D"
"BUMPERS (D AR)",96,"D"
"HAYAKAWA (R CA)",96,"R"
"CRANSTON (D CA)",96,"D"
"HART (D CO)",96,"D"
"ARMSTRONG (R CO)",96,"R"
"WEICKER (R CT)",96,"R"
"RIBICOFF (D CT)",96,"D"
"BIDEN (D DE)",96,"D"
"ROTH (R DE)",96,"R"
"CHILES (D FL)",96,"D"
"STONE (D FL)",96,"D"
"TALMADGE (D GA)",96,"D"
"NUNN (D GA)",96,"D"
"INOUYE (D HI)",96,"D"
"MATSUNAGA (D HI)",96,"D"
"CHURCH (D ID)",96,"D"
"MCCLURE (R ID)",96,"R"
"STEVENSON (D IL)",96,"D"
"PERCY (R IL)",96,"R"
"BAYH (D IN)",96,"D"
"LUGAR (R IN)",96,"R"
"JEPSEN (R IA)",96,"R"
"CULVER (D IA)",96,"D"
"DOLE (R KS)",96,"R"
"KASSEBAUM (R KS)",96,"R"
"FORD (D KY)",96,"D"
"HUDDLESTON (D KY)",96,"D"
"LONG (D LA)",96,"D"
"JOHNSTON (D LA)",96,"D"
"COHEN (R ME)",96,"R"
"MUSKIE (D ME)",96,"D"
"MITCHELL (D ME)",96,"D"
"SARBANES (D MD)",96,"D"
"MATHIAS (R MD)",96,"R"
"TSONGAS (D MA)",96,"D"
"KENNEDY (D MA)",96,"D"
"LEVIN (D MI)",96,"D"
"RIEGLE (D MI)",96,"D"
"DURENBERGER (R MN)",96,"R"
"BOSCHWITZ (R MN)",96,"R"
"COCHRAN (R MS)",96,"R"
"STENNIS (D MS)",96,"D"
"EAGLETON (D MO)",96,"D"
"DANFORTH (R MO)",96,"R"
"MELCHER (D MT)",96,"D"
"BAUCUS (D MT)",96,"D"
"EXON (D NE)",96,"D"
"ZORINSKY (D NE)",96,"D"
"LAXALT (R NV)",96,"R"
"CANNON (D NV)",96,"D"
"DURKIN (D NH)",96,"D"
"HUMPHREY (R NH)",96,"R"
"WILLIAMS (D NJ)",96,"D"
"BRADLEY (D NJ)",96,"D"
"SCHMITT (R NM)",96,"R"
"DOMENICI (R NM)",96,"R"
"JAVITS (R NY)",96,"R"
"MOYNIHAN (D NY)",96,"D"
"HELMS (R NC)",96,"R"
"MORGAN (D NC)",96,"D"
"YOUNG (R ND)",96,"R"
"BURDICK (D ND)",96,"D"
"GLENN (D OH)",96,"D"
"METZENBAUM (D OH)",96,"D"
"BELLMON (R OK)",96,"R"
"BOREN (D OK)",96,"D"
"PACKWOOD (R OR)",96,"R"
"HATFIELD (R OR)",96,"R"
"HEINZ (R PA)",96,"R"
"SCHWEIKER (R PA)",96,"R"
"PELL (D RI)",96,"D"
"CHAFEE (R RI)",96,"R"
"HOLLINGS (D SC)",96,"D"
"THURMOND (R SC)",96,"R"
"MCGOVERN (D SD)",96,"D"
"PRESSLER (R SD)",96,"R"
"SASSER (D TN)",96,"D"
"BAKER (R TN)",96,"R"
"BENTSEN (D TX)",96,"D"
"TOWER (R TX)",96,"R"
"HATCH (R UT)",96,"R"
"GARN (R UT)",96,"R"
"LEAHY (D VT)",96,"D"
"STAFFORD (R VT)",96,"R"
"WARNER (R VA)",96,"R"
"BYRD (Indep VA)",96,"Indep"
"MAGNUSON (D WA)",96,"D"
"JACKSON (D WA)",96,"D"
"RANDOLPH (D WV)",96,"D"
"BYRD (D WV)",96,"D"
"NELSON (D WI)",96,"D"
"PROXMIRE (D WI)",96,"D"
"WALLOP (R WY)",96,"R"
"SIMPSON (R WY)",96,"R"
"REAGAN (R USA)",97,"R"
"HEFLIN (D AL)",97,"D"
"DENTON (R AL)",97,"R"
"STEVENS (R AK)",97,"R"
"MURKOWSKI (R AK)",97,"R"
"GOLDWATER (R AZ)",97,"R"
"DECONCINI (D AZ)",97,"D"
"PRYOR (D AR)",97,"D"
